tf_adjusted_match_prob,match_probability,source_dataset_l,unique_id_l,source_dataset_r,unique_id_r,name_l,name_r,gamma_name,address_l,address_r,gamma_address,city_l,city_r,gamma_city,state_l,state_r,gamma_state,match_key
0.996907875,0.996341234,ndar,651,ndar,6898,texas pulmonary consultants,clinical nephrology assocs,0,1301 Pennsylvania Ave,1301 Pennsylvania Ave,2,Fort Worth,Fort Worth,1,TX,TX,1,0
0.996907875,0.996341234,ndar,651,ndar,841,texas pulmonary consultants,emergency medicine cnsltns,0,1301 Pennsylvania Ave,1301 Pennsylvania Ave,2,Fort Worth,Fort Worth,1,TX,TX,1,0
0.996907875,0.996341234,ndar,652,ndar,8767,texas pulmonary consultants,tarrant dermatology cnslts,0,1307 8th Ave,1307 8th Ave,2,Fort Worth,Fort Worth,1,TX,TX,1,0
0.996907875,0.996341234,ndar,652,ndar,856,texas pulmonary consultants,fort worth clinic,0,1307 8th Ave,1307 8th Ave,2,Fort Worth,Fort Worth,1,TX,TX,1,0
0.996907875,0.996341234,ndar,652,ndar,77,texas pulmonary consultants,clinical neuroscience,0,1307 8th Ave,1307 8th Ave,2,Fort Worth,Fort Worth,1,TX,TX,1,0
0.996922093,0.996341234,ndar,653,ndar,8534,digestive specialists,new century physicians,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996922093,0.996341234,ndar,653,ndar,7553,digestive specialists,anesthesiology svcs network,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996922093,0.996341234,ndar,653,ndar,6739,digestive specialists,dayton chest medicine,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996922093,0.996341234,ndar,653,ndar,692,digestive specialists,alliance physicians,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996922093,0.996341234,ndar,653,ndar,673,digestive specialists,compunet clinical laboratories,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996907875,0.996341234,ndar,656,ndar,8725,board of trustees of the univ of il,evergreen medical,0,2850 W 95th St,2850 W 95th St,2,Evergreen Park,Evergreen Park,1,IL,IL,1,0
0.996907875,0.996341234,ndar,656,ndar,7738,board of trustees of the univ of il,alzein pediatric associates,0,2850 W 95th St,2850 W 95th St,2,Evergreen Park,Evergreen Park,1,IL,IL,1,0
0.996907875,0.996341234,ndar,657,ndar,8560,heart group,endocrinology diabetes assoc,0,4230 Harding Pike,4230 Harding Pike,2,Nashville,Nashville,1,TN,TN,1,0
0.996907875,0.996341234,ndar,657,ndar,7626,heart group,associated urology/nashville,0,4230 Harding Pike,4230 Harding Pike,2,Nashville,Nashville,1,TN,TN,1,0
0.996907875,0.996341234,ndar,657,ndar,7145,heart group,southeastern ent specialists,0,4230 Harding Pike,4230 Harding Pike,2,Nashville,Nashville,1,TN,TN,1,0
0.996907875,0.996341234,ndar,657,ndar,926,heart group,growdon van hooydonk etc,0,4230 Harding Pike,4230 Harding Pike,2,Nashville,Nashville,1,TN,TN,1,0
0.996907875,0.996341234,ndar,657,ndar,811,heart group,neurologic consultants,0,4230 Harding Pike,4230 Harding Pike,2,Nashville,Nashville,1,TN,TN,1,0
0.996907875,0.996341234,ndar,657,ndar,796,heart group,nashville surgical ascs,0,4230 Harding Pike,4230 Harding Pike,2,Nashville,Nashville,1,TN,TN,1,0
0.996907875,0.996341234,ndar,658,ndar,691,key west surgical group,key west hma,0,5900 College Rd,5900 College Rd,2,Key West,Key West,1,FL,FL,1,0
0.996907875,0.996341234,ndar,664,ndar,9612,texas pulmonary consultants,pediatrix medical grp/texas,0,1400 8th Ave,1400 8th Ave,2,Fort Worth,Fort Worth,1,TX,TX,1,0
0.996907875,0.996341234,ndar,664,ndar,7868,texas pulmonary consultants,texas centers for infectious dis,0,1400 8th Ave,1400 8th Ave,2,Fort Worth,Fort Worth,1,TX,TX,1,0
0.996907875,0.996341234,ndar,664,ndar,7664,texas pulmonary consultants,physician anesth consultants,0,1400 8th Ave,1400 8th Ave,2,Fort Worth,Fort Worth,1,TX,TX,1,0
0.996907875,0.996341234,ndar,665,ndar,9028,washington onc hemat center,metropolitan medical partners,0,5530 Wisconsin Ave,5530 Wisconsin Ave,2,Chevy Chase,Chevy Chase,1,MD,MD,1,0
0.996907875,0.996341234,ndar,665,ndar,8623,washington onc hemat center,private surgical suite,0,5530 Wisconsin Ave,5530 Wisconsin Ave,2,Chevy Chase,Chevy Chase,1,MD,MD,1,0
0.996907875,0.996341234,ndar,665,ndar,7983,washington onc hemat center,chevy chase asc,0,5530 Wisconsin Ave,5530 Wisconsin Ave,2,Chevy Chase,Chevy Chase,1,MD,MD,1,0
0.996907875,0.996341234,ndar,666,ndar,711,regence health network,methodist hospital plainiew,0,2601 Dimmitt Rd,2601 Dimmitt Rd,2,Plainview,Plainview,1,TX,TX,1,0
0.996907875,0.996341234,ndar,667,ndar,9644,irvington radiologists,mid america clinical laboratories,0,10122 E 10th St,10122 E 10th St,2,Indianapolis,Indianapolis,1,IN,IN,1,0
0.996907875,0.996341234,ndar,668,ndar,8106,lake forest pediatric associates,"hozman, wendy",0,870 W End Ct,870 W End Ct,2,Vernon Hills,Vernon Hills,1,IL,IL,1,0
0.996907875,0.996341234,ndar,669,ndar,9376,rome urology associates,rome orthopaedic center,0,1013 N 5th Ave NE,1013 N 5th Ave NE,2,Rome,Rome,1,GA,GA,1,0
0.996907875,0.996341234,ndar,669,ndar,8663,rome urology associates,p carl davidson md,0,1013 N 5th Ave NE,1013 N 5th Ave NE,2,Rome,Rome,1,GA,GA,1,0
0.996907875,0.996341234,ndar,669,ndar,8541,rome urology associates,floyd healthcare management,0,1013 N 5th Ave NE,1013 N 5th Ave NE,2,Rome,Rome,1,GA,GA,1,0
0.996907875,0.996341234,ndar,669,ndar,78,rome urology associates,professional eye associates,0,1013 N 5th Ave NE,1013 N 5th Ave NE,2,Rome,Rome,1,GA,GA,1,0
0.996907875,0.996341234,ndar,671,ndar,8124,university foot associates,lake shore ob/gyn,0,1475 E Belvidere Rd,1475 E Belvidere Rd,2,Grayslake,Grayslake,1,IL,IL,1,0
0.996922093,0.996341234,ndar,673,ndar,8534,compunet clinical laboratories,new century physicians,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996922093,0.996341234,ndar,673,ndar,7553,compunet clinical laboratories,anesthesiology svcs network,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996922093,0.996341234,ndar,673,ndar,6739,compunet clinical laboratories,dayton chest medicine,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996922093,0.996341234,ndar,673,ndar,692,compunet clinical laboratories,alliance physicians,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996907875,0.996341234,ndar,675,ndar,991,kellam and associates,sheridan community hospital,0,301 N Main St,301 N Main St,2,Sheridan,Sheridan,1,MI,MI,1,0
0.996907875,0.996341234,ndar,679,ndar,9121,sila sila md,atlantic foot ankle group in,0,1205 York Rd,1205 York Rd,2,Lutherville Timonium,Lutherville Timonium,1,MD,MD,1,0
0.996907875,0.996341234,ndar,679,ndar,9091,sila sila md,lifebridge community physicians,0,1205 York Rd,1205 York Rd,2,Lutherville Timonium,Lutherville Timonium,1,MD,MD,1,0
0.996907875,0.996341234,ndar,679,ndar,8531,sila sila md,zinder anesthesia associates llc,0,1205 York Rd,1205 York Rd,2,Lutherville Timonium,Lutherville Timonium,1,MD,MD,1,0
0.996907875,0.996341234,ndar,679,ndar,683,sila sila md,finney trimble associates,0,1205 York Rd,1205 York Rd,2,Lutherville Timonium,Lutherville Timonium,1,MD,MD,1,0
0.996907875,0.996341234,ndar,680,ndar,9372,smsj tucson holdings,saguaro surgical,0,350 N Wilmot Rd,350 N Wilmot Rd,2,Tucson,Tucson,1,AZ,AZ,1,0
0.996907875,0.996341234,ndar,680,ndar,8784,smsj tucson holdings,lett rohde walling,0,350 N Wilmot Rd,350 N Wilmot Rd,2,Tucson,Tucson,1,AZ,AZ,1,0
0.996907875,0.996341234,ndar,681,ndar,682,golf mill hearing aid center,waukegan hearing aid center,0,241 Golf Mill Ctr,241 Golf Mill Ctr,2,Niles,Niles,1,IL,IL,1,0
0.996907875,0.996341234,ndar,683,ndar,9121,finney trimble associates,atlantic foot ankle group in,0,1205 York Rd,1205 York Rd,2,Lutherville Timonium,Lutherville Timonium,1,MD,MD,1,0
0.996907875,0.996341234,ndar,683,ndar,9091,finney trimble associates,lifebridge community physicians,0,1205 York Rd,1205 York Rd,2,Lutherville Timonium,Lutherville Timonium,1,MD,MD,1,0
0.996907875,0.996341234,ndar,683,ndar,8531,finney trimble associates,zinder anesthesia associates llc,0,1205 York Rd,1205 York Rd,2,Lutherville Timonium,Lutherville Timonium,1,MD,MD,1,0
0.997507826,0.996341234,ndar,686,ndar,7692,banner university med ctr south campus,university nv sch med etc,0,1501 N Campbell Ave,1501 N Campbell Ave,2,Tucson,Tucson,1,AZ,AZ,1,0
0.997507826,0.996341234,ndar,686,ndar,713,banner university med ctr south campus,tucson ent associates,0,1501 N Campbell Ave,1501 N Campbell Ave,2,Tucson,Tucson,1,AZ,AZ,1,0
0.996907875,0.996341234,ndar,688,ndar,8001,fahey medical center,presence healthcare services,0,150 N River Rd,150 N River Rd,2,Des Plaines,Des Plaines,1,IL,IL,1,0
0.996907875,0.996341234,ndar,688,ndar,7765,fahey medical center,midwest anesthesia partners,0,150 N River Rd,150 N River Rd,2,Des Plaines,Des Plaines,1,IL,IL,1,0
0.996907875,0.996341234,ndar,688,ndar,695,fahey medical center,rheumatic disease ctr phys,0,150 N River Rd,150 N River Rd,2,Des Plaines,Des Plaines,1,IL,IL,1,0
0.996961447,0.996341234,ndar,690,ndar,8487,frederic k renold md,primary care of chicago,0,7447 W Talcott Ave,7447 W Talcott Ave,2,Chicago,Chicago,1,IL,IL,1,0
0.996961447,0.996341234,ndar,690,ndar,7315,frederic k renold md,northwest orthopaedic,0,7447 W Talcott Ave,7447 W Talcott Ave,2,Chicago,Chicago,1,IL,IL,1,0
0.996922093,0.996341234,ndar,692,ndar,8534,alliance physicians,new century physicians,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996922093,0.996341234,ndar,692,ndar,7553,alliance physicians,anesthesiology svcs network,0,1 Wyoming St,1 Wyoming St,2,Dayton,Dayton,1,OH,OH,1,0
0.996907875,0.996341234,ndar,695,ndar,8001,rheumatic disease ctr phys,presence healthcare services,0,150 N River Rd,150 N River Rd,2,Des Plaines,Des Plaines,1,IL,IL,1,0
0.996907875,0.996341234,ndar,695,ndar,7765,rheumatic disease ctr phys,midwest anesthesia partners,0,150 N River Rd,150 N River Rd,2,Des Plaines,Des Plaines,1,IL,IL,1,0
0.996907875,0.996341234,ndar,707,ndar,8069,eye care associates of texas,desoto surgicare partners,0,7992 W Virginia Dr,7992 W Virginia Dr,2,Dallas,Dallas,1,TX,TX,1,0
0.996907875,0.996341234,ndar,707,ndar,712,eye care associates of texas,baylor surgicare at duncanville,0,7992 W Virginia Dr,7992 W Virginia Dr,2,Dallas,Dallas,1,TX,TX,1,0
0.996907875,0.996341234,ndar,712,ndar,8069,baylor surgicare at duncanville,desoto surgicare partners,0,7992 W Virginia Dr,7992 W Virginia Dr,2,Dallas,Dallas,1,TX,TX,1,0
0.997507826,0.996341234,ndar,713,ndar,7692,tucson ent associates,university nv sch med etc,0,1501 N Campbell Ave,1501 N Campbell Ave,2,Tucson,Tucson,1,AZ,AZ,1,0
0.996907875,0.996341234,ndar,714,ndar,8115,fahey medical center,uropartners,0,1555 Barrington Rd,1555 Barrington Rd,2,Hoffman Estates,Hoffman Estates,1,IL,IL,1,0
0.996907875,0.996341234,ndar,715,ndar,9082,optum health plan of california,pacific south bay dialysis,0,1045 W Redondo Beach Blvd,1045 W Redondo Beach Blvd,2,Gardena,Gardena,1,CA,CA,1,0
0.996907875,0.996341234,ndar,717,ndar,7697,clinical pathology laboratories,children's health clinical operations,0,1005 W Ralph Hall Pkwy,1005 W Ralph Hall Pkwy,2,Rockwall,Rockwall,1,TX,TX,1,0
0.996907875,0.996341234,ndar,718,ndar,9622,clinical pathology laboratories,parkway imaging center,0,100 N Green Valley Pkwy,100 N Green Valley Pkwy,2,Henderson,Henderson,1,NV,NV,1,0
0.996907875,0.996341234,ndar,718,ndar,9013,clinical pathology laboratories,parkway surgery center,0,100 N Green Valley Pkwy,100 N Green Valley Pkwy,2,Henderson,Henderson,1,NV,NV,1,0
0.996907875,0.996341234,ndar,718,ndar,8320,clinical pathology laboratories,david s gothelf a professional corp,0,100 N Green Valley Pkwy,100 N Green Valley Pkwy,2,Henderson,Henderson,1,NV,NV,1,0
0.996907875,0.996341234,ndar,718,ndar,7540,clinical pathology laboratories,radiology specialists,0,100 N Green Valley Pkwy,100 N Green Valley Pkwy,2,Henderson,Henderson,1,NV,NV,1,0
0.996907875,0.996341234,ndar,719,ndar,9609,frederic k renold md,west central anesthesiology grp,0,800 Biesterfield Rd,800 Biesterfield Rd,2,Elk Grove Village,Elk Grove Village,1,IL,IL,1,0
0.996907875,0.996341234,ndar,719,ndar,8139,frederic k renold md,womens complete hlth cr ctr,0,800 Biesterfield Rd,800 Biesterfield Rd,2,Elk Grove Village,Elk Grove Village,1,IL,IL,1,0
0.996907875,0.996341234,ndar,719,ndar,8005,frederic k renold md,alexian corp health svcs,0,800 Biesterfield Rd,800 Biesterfield Rd,2,Elk Grove Village,Elk Grove Village,1,IL,IL,1,0
0.996907875,0.996341234,ndar,719,ndar,7342,frederic k renold md,associates/infectious disease,0,800 Biesterfield Rd,800 Biesterfield Rd,2,Elk Grove Village,Elk Grove Village,1,IL,IL,1,0
0.996907875,0.996341234,ndar,721,ndar,8940,sonora quest laboratories,sonoran spine center,0,10238 E Hampton Ave,10238 E Hampton Ave,2,Mesa,Mesa,1,AZ,AZ,1,0
0.996907875,0.996341234,ndar,721,ndar,8772,sonora quest laboratories,east valley gastroenterology hepatolgy,0,10238 E Hampton Ave,10238 E Hampton Ave,2,Mesa,Mesa,1,AZ,AZ,1,0
0.996907875,0.996341234,ndar,725,ndar,7815,new york presbyterian hosp columbia univ,trustees of columbia univ dept rehab med,0,180 Fort Washington Ave,180 Fort Washington Ave,2,New York,New York,1,NY,NY,1,0
0.996907875,0.996341234,ndar,725,ndar,7814,new york presbyterian hosp columbia univ,"strauss, nancy",0,180 Fort Washington Ave,180 Fort Washington Ave,2,New York,New York,1,NY,NY,1,0
0.996907875,0.996341234,ndar,726,ndar,939,palo alto medical foundation,san mateo orthopedic med grp,0,100 S San Mateo Dr,100 S San Mateo Dr,2,San Mateo,San Mateo,1,CA,CA,1,0
0.996907875,0.996341234,ndar,727,ndar,7623,clinical pathology associates,dell children's medical group,0,11111 Research Blvd,11111 Research Blvd,2,Austin,Austin,1,TX,TX,1,0
0.996907875,0.996341234,ndar,727,ndar,7329,clinical pathology associates,premier eye care,0,11111 Research Blvd,11111 Research Blvd,2,Austin,Austin,1,TX,TX,1,0
0.996907875,0.996341234,ndar,727,ndar,960,clinical pathology associates,austin regional clinic pcp's,0,11111 Research Blvd,11111 Research Blvd,2,Austin,Austin,1,TX,TX,1,0
0.996907875,0.996341234,ndar,728,ndar,8347,clinical pathology associates,star anesthesia,0,111 Dallas St,111 Dallas St,2,San Antonio,San Antonio,1,TX,TX,1,0
0.996907875,0.996341234,ndar,728,ndar,7982,clinical pathology associates,south tx cardio vasc surg asc,0,111 Dallas St,111 Dallas St,2,San Antonio,San Antonio,1,TX,TX,1,0
0.996907875,0.996341234,ndar,728,ndar,84,clinical pathology associates,urology san antonio,0,111 Dallas St,111 Dallas St,2,San Antonio,San Antonio,1,TX,TX,1,0
0.996907875,0.996341234,ndar,729,ndar,9655,clinical pathology associates,texas litho prt iii lp,0,1201 W 38th St,1201 W 38th St,2,Austin,Austin,1,TX,TX,1,0
0.996907875,0.996341234,ndar,730,ndar,8913,bayless pathmark,pain management consultants,0,19250 Bagley Rd,19250 Bagley Rd,2,Cleveland,Cleveland,1,OH,OH,1,0
0.996907875,0.996341234,ndar,730,ndar,7834,bayless pathmark,anesthesia care of ohio,0,19250 Bagley Rd,19250 Bagley Rd,2,Cleveland,Cleveland,1,OH,OH,1,0
0.996907875,0.996341234,ndar,731,ndar,9608,hca healthone,rose interpretation group,0,4567 E 9th Ave,4567 E 9th Ave,2,Denver,Denver,1,CO,CO,1,0
0.996907875,0.996341234,ndar,734,ndar,8889,davenport eye group,quad cities retina consultants,0,1230 E Rusholme St,1230 E Rusholme St,2,Davenport,Davenport,1,IA,IA,1,0
0.742173561,0.742173561,ndar,734,ndar,8526,davenport eye group,qc cardiothoracic vasc surg,0,1230 E Rusholme St,1228 E Rusholme St,1,Davenport,Davenport,1,IA,IA,1,0
0.996907875,0.996341234,ndar,735,ndar,9336,southern medical group,bbh sbmc,0,1000 1st St N,1000 1st St N,2,Alabaster,Alabaster,1,AL,AL,1,0
0.996907875,0.996341234,ndar,735,ndar,8272,southern medical group,shelby plastic surgery,0,1000 1st St N,1000 1st St N,2,Alabaster,Alabaster,1,AL,AL,1,0
0.996907875,0.996341234,ndar,735,ndar,8221,southern medical group,cytopath,0,1000 1st St N,1000 1st St N,2,Alabaster,Alabaster,1,AL,AL,1,0
0.996907875,0.996341234,ndar,737,ndar,761,wheatland medical clinic,platte county memorial hospital,0,201 14th St,201 14th St,2,Wheatland,Wheatland,1,WY,WY,1,0
0.996907875,0.996341234,ndar,739,ndar,782,community health care/prof fee,cardiovascular medicine,0,1227 E Rusholme St,1227 E Rusholme St,2,Davenport,Davenport,1,IA,IA,1,0
0.996907875,0.996341234,ndar,739,ndar,767,community health care/prof fee,pulmonary associates,0,1227 E Rusholme St,1227 E Rusholme St,2,Davenport,Davenport,1,IA,IA,1,0
0.996907875,0.996341234,ndar,741,ndar,8804,clinton hma,diagnostic imaging group,0,100 N 30th St,100 N 30th St,2,Clinton,Clinton,1,OK,OK,1,0
0.742173561,0.742173561,ndar,745,ndar,9539,hinsdale orthopaedic associates,metropolitan advanced radiological serv,0,1 Erie Ct,3 Erie Ct,1,Oak Park,Oak Park,1,IL,IL,1,0
0.996907875,0.996341234,ndar,745,ndar,8484,hinsdale orthopaedic associates,trinity orthopaedics,0,1 Erie Ct,1 Erie Ct,2,Oak Park,Oak Park,1,IL,IL,1,0
0.996907875,0.996341234,ndar,745,ndar,7711,hinsdale orthopaedic associates,west suburban eye associates,0,1 Erie Ct,1 Erie Ct,2,Oak Park,Oak Park,1,IL,IL,1,0
0.996907875,0.996341234,ndar,746,ndar,9345,st francis physician practices,southwestern pathology assoc,0,2122 Manchester Expy,2122 Manchester Expy,2,Columbus,Columbus,1,GA,GA,1,0
0.996907875,0.996341234,ndar,746,ndar,9113,st francis physician practices,columbus cardiovascular surg,0,2122 Manchester Expy,2122 Manchester Expy,2,Columbus,Columbus,1,GA,GA,1,0
0.996907875,0.996341234,ndar,746,ndar,7532,st francis physician practices,emerg med spclsts/columbus,0,2122 Manchester Expy,2122 Manchester Expy,2,Columbus,Columbus,1,GA,GA,1,0
0.996907875,0.996341234,ndar,746,ndar,786,st francis physician practices,anesthesia assoc of columbus,0,2122 Manchester Expy,2122 Manchester Expy,2,Columbus,Columbus,1,GA,GA,1,0
0.996907875,0.996341234,ndar,746,ndar,765,st francis physician practices,st francis health,0,2122 Manchester Expy,2122 Manchester Expy,2,Columbus,Columbus,1,GA,GA,1,0
0.996907875,0.996341234,ndar,747,ndar,9193,tenet healthsytem desert,desert radiology medical group,0,1150 N Indian Canyon Dr,1150 N Indian Canyon Dr,2,Palm Springs,Palm Springs,1,CA,CA,1,0
0.996907875,0.996341234,ndar,747,ndar,7838,tenet healthsytem desert,regents of the univ of california,0,1150 N Indian Canyon Dr,1150 N Indian Canyon Dr,2,Palm Springs,Palm Springs,1,CA,CA,1,0
0.996907875,0.996341234,ndar,747,ndar,7749,tenet healthsytem desert,quantum medical radiology of california,0,1150 N Indian Canyon Dr,1150 N Indian Canyon Dr,2,Palm Springs,Palm Springs,1,CA,CA,1,0
0.996907875,0.996341234,ndar,751,ndar,9132,pipeline east dallas,kindred hospitals,0,9440 Poppy Dr,9440 Poppy Dr,2,Dallas,Dallas,1,TX,TX,1,0
0.996907875,0.996341234,ndar,752,ndar,8214,piedmont gyn obstr asc rock hill,catawba cardiothoracic surg,0,200 Herlong Ave S,200 Herlong Ave S,2,Rock Hill,Rock Hill,1,SC,SC,1,0
0.996907875,0.996341234,ndar,753,ndar,839,digestive disease associates,amisub of south carolina,0,222 Herlong Ave S,222 Herlong Ave S,2,Rock Hill,Rock Hill,1,SC,SC,1,0
0.996907875,0.996341234,ndar,753,ndar,779,digestive disease associates,york pathology assoc,0,222 Herlong Ave S,222 Herlong Ave S,2,Rock Hill,Rock Hill,1,SC,SC,1,0
0.996907875,0.996341234,ndar,753,ndar,773,digestive disease associates,rock hill radiology assocs,0,222 Herlong Ave S,222 Herlong Ave S,2,Rock Hill,Rock Hill,1,SC,SC,1,0
0.996907875,0.996341234,ndar,754,ndar,8248,univ of miami/student hlth ctr,umdc pediatric associates,0,1475 NW 12th Ave,1475 NW 12th Ave,2,Miami,Miami,1,FL,FL,1,0
0.742173561,0.742173561,ndar,755,ndar,9280,plastic and reconstructive surg assocs m,san jose medical group endocri,0,2581 Samaritan Dr,2585 Samaritan Dr,1,San Jose,San Jose,1,CA,CA,1,0
0.742173561,0.742173561,ndar,755,ndar,9279,plastic and reconstructive surg assocs m,verity medical foundation,0,2581 Samaritan Dr,2585 Samaritan Dr,1,San Jose,San Jose,1,CA,CA,1,0
0.99695333,0.996341234,ndar,756,ndar,9341,frist scoville medical group,advanced diagnostic imaging,0,300 20th Ave N,300 20th Ave N,2,Nashville,Nashville,1,TN,TN,1,0
0.99695333,0.996341234,ndar,756,ndar,8844,frist scoville medical group,nashville inpatient mgmt svcs,0,300 20th Ave N,300 20th Ave N,2,Nashville,Nashville,1,TN,TN,1,0
0.99695333,0.996341234,ndar,756,ndar,7783,frist scoville medical group,tennessee oncology,0,300 20th Ave N,300 20th Ave N,2,Nashville,Nashville,1,TN,TN,1,0
0.99695333,0.996341234,ndar,756,ndar,837,frist scoville medical group,advanced diagnosic imaging,0,300 20th Ave N,300 20th Ave N,2,Nashville,Nashville,1,TN,TN,1,0
0.99695333,0.996341234,ndar,756,ndar,810,frist scoville medical group,sleep medicine of middle tennessee,0,300 20th Ave N,300 20th Ave N,2,Nashville,Nashville,1,TN,TN,1,0
0.99695333,0.996341234,ndar,756,ndar,806,frist scoville medical group,mid state cardiology assoc,0,300 20th Ave N,300 20th Ave N,2,Nashville,Nashville,1,TN,TN,1,0
0.99695333,0.996341234,ndar,756,ndar,799,frist scoville medical group,medical specialists nashville,0,300 20th Ave N,300 20th Ave N,2,Nashville,Nashville,1,TN,TN,1,0
0.996929934,0.996341234,ndar,757,ndar,8549,milwaukee clinic/ortho surg,emergency medicine specialists,0,19333 W North Ave,19333 W North Ave,2,Brookfield,Brookfield,1,WI,WI,1,0
0.996929934,0.996341234,ndar,757,ndar,8542,milwaukee clinic/ortho surg,"hussussian, christopher",0,19333 W North Ave,19333 W North Ave,2,Brookfield,Brookfield,1,WI,WI,1,0
0.996929934,0.996341234,ndar,757,ndar,8152,milwaukee clinic/ortho surg,"korkos, thomas",0,19333 W North Ave,19333 W North Ave,2,Brookfield,Brookfield,1,WI,WI,1,0
0.996929934,0.996341234,ndar,757,ndar,7707,milwaukee clinic/ortho surg,wisconsin heart group,0,19333 W North Ave,19333 W North Ave,2,Brookfield,Brookfield,1,WI,WI,1,0
0.996907875,0.996341234,ndar,760,ndar,804,banner university medical group,academy foot ankle cln,0,1209 W Target Range Rd,1209 W Target Range Rd,2,Nogales,Nogales,1,AZ,AZ,1,0
0.996907875,0.996341234,ndar,762,ndar,9670,hamid r quraishi shahna,medstar med group sthrn maryland,0,11701 Livingston Road,11701 Livingston Road,2,Fort Washington,Fort Washington,1,MD,MD,1,0
0.997207867,0.996341234,ndar,763,ndar,9130,citizens memorial hospital dist,polk county radiology,0,1500 N Oakland Ave,1500 N Oakland Ave,2,Bolivar,Bolivar,1,MO,MO,1,0
0.997207867,0.996341234,ndar,763,ndar,8943,citizens memorial hospital dist,parkview gen surgery cln,0,1500 N Oakland Ave,1500 N Oakland Ave,2,Bolivar,Bolivar,1,MO,MO,1,0
0.996907875,0.996341234,ndar,765,ndar,9345,st francis health,southwestern pathology assoc,0,2122 Manchester Expy,2122 Manchester Expy,2,Columbus,Columbus,1,GA,GA,1,0
0.996907875,0.996341234,ndar,765,ndar,9113,st francis health,columbus cardiovascular surg,0,2122 Manchester Expy,2122 Manchester Expy,2,Columbus,Columbus,1,GA,GA,1,0
0.996907875,0.996341234,ndar,765,ndar,786,st francis health,anesthesia assoc of columbus,0,2122 Manchester Expy,2122 Manchester Expy,2,Columbus,Columbus,1,GA,GA,1,0
0.996907875,0.996341234,ndar,766,ndar,9182,medic ems,bettendorf pediatric group,0,4017 Devils Glen Rd,4017 Devils Glen Rd,2,Bettendorf,Bettendorf,1,IA,IA,1,0
0.996907875,0.996341234,ndar,767,ndar,782,pulmonary associates,cardiovascular medicine,0,1227 E Rusholme St,1227 E Rusholme St,2,Davenport,Davenport,1,IA,IA,1,0
0.996907875,0.996341234,ndar,768,ndar,7925,conslt radiologists of evanston,presence healthcare services,0,355 Ridge Ave,355 Ridge Ave,2,Evanston,Evanston,1,IL,IL,1,0
0.996907875,0.996341234,ndar,773,ndar,839,rock hill radiology assocs,amisub of south carolina,0,222 Herlong Ave S,222 Herlong Ave S,2,Rock Hill,Rock Hill,1,SC,SC,1,0
0.996907875,0.996341234,ndar,773,ndar,779,rock hill radiology assocs,york pathology assoc,0,222 Herlong Ave S,222 Herlong Ave S,2,Rock Hill,Rock Hill,1,SC,SC,1,0
0.996907875,0.996341234,ndar,776,ndar,9625,hinsdale orthopaedic associates,issan health care group,0,333 Madison St,333 Madison St,2,Joliet,Joliet,1,IL,IL,1,0
0.996907875,0.996341234,ndar,778,ndar,9696,tucson medical center,swea,0,5301 E Grant Rd,5301 E Grant Rd,2,Tucson,Tucson,1,AZ,AZ,1,0
0.996907875,0.996341234,ndar,778,ndar,9266,tucson medical center,pediatric hospital spec svcs,0,5301 E Grant Rd,5301 E Grant Rd,2,Tucson,Tucson,1,AZ,AZ,1,0
0.996907875,0.996341234,ndar,778,ndar,8006,tucson medical center,chase dennis emergency medical group,0,5301 E Grant Rd,5301 E Grant Rd,2,Tucson,Tucson,1,AZ,AZ,1,0
0.996907875,0.996341234,ndar,779,ndar,839,york pathology assoc,amisub of south carolina,0,222 Herlong Ave S,222 Herlong Ave S,2,Rock Hill,Rock Hill,1,SC,SC,1,0
0.996907875,0.996341234,ndar,781,ndar,8485,dallas bone joint clinic,southeast anesthesia,0,9330 Poppy Dr,9330 Poppy Dr,2,Dallas,Dallas,1,TX,TX,1,0
0.996907875,0.996341234,ndar,786,ndar,9345,anesthesia assoc of columbus,southwestern pathology assoc,0,2122 Manchester Expy,2122 Manchester Expy,2,Columbus,Columbus,1,GA,GA,1,0
0.996907875,0.996341234,ndar,786,ndar,9113,anesthesia assoc of columbus,columbus cardiovascular surg,0,2122 Manchester Expy,2122 Manchester Expy,2,Columbus,Columbus,1,GA,GA,1,0
0.996907875,0.996341234,ndar,792,ndar,8944,radiation oncology assoc,columbia urological surgery ct,0,10710 Charter Dr,10710 Charter Dr,2,Columbia,Columbia,1,MD,MD,1,0
